District,Crop,Season,Start_Year,Area_Hectare,Production,Yield,Previous_Yield,NDVI_Mean,NDVI_Max,NDVI_Min,Weather_Months_Available,Temperature_C,TMin_C,TMax_C,Precipitation_mm_day,WindSpeed_m_s,Humidity_pct,RootSoilWetness,SurfaceSoilWetness,Irradiance_kWh_m2_day,NDVI_Mean_was_imputed,NDVI_Max_was_imputed,NDVI_Min_was_imputed,Weather_Confidence
Ahilyanagar,Groundnut,Summer,2022,5824.0,7451.0,1.28,1.42,0.2565302594821461,0.2738278845742898,0.2392326343900025,2,32.01146774193548,23.983559139784948,40.05520430107527,0.1368440860215053,3.1686774193548386,32.518715053763444,0.5906451612903225,0.1650376344086021,23.26796774193549,False,False,False,low
Ahilyanagar,Jowar,Kharif,2020,1080.76,667.26,0.62,,0.4114655664617643,0.4463622281073737,0.241067837336053,5,25.335436559139783,22.02197419354839,29.70109247311828,6.665363440860214,2.8885354838709683,81.53875268817204,0.8129032258064516,0.8317225806451611,16.17787096774194,True,False,True,medium
Ahilyanagar,Jowar,Kharif,2021,921.41,1040.33,1.13,0.62,0.4114655664617643,0.4663541451681234,0.241067837336053,5,25.425494623655915,21.6634623655914,30.468236559139783,4.080023655913979,3.309797849462366,77.9924688172043,0.7194903225806452,0.7335698924731184,16.467733333333335,True,False,True,medium
Ahilyanagar,Jowar,Kharif,2022,426.97,243.89,0.57,1.13,0.4114655664617643,0.5578163738210732,0.241067837336053,5,25.129193548387097,21.4820623655914,29.93831827956989,5.353662365591398,3.4139483870967746,78.68415913978495,0.776425806451613,0.7723978494623657,16.000466666666668,True,False,True,medium
Ahilyanagar,Jowar,Rabi,2020,336386.53,196522.75,0.58,,0.3585650385034403,0.4246576217352772,0.2807788083230003,5,22.989303993855607,16.0865777265745,30.770575422427036,0.1262437788018433,1.6240526881720427,54.20688110599078,0.6851666666666667,0.5807161290322581,18.27091904761905,False,False,False,medium
Ahilyanagar,Jowar,Rabi,2021,324627.56,221379.77,0.68,0.58,0.3581513270245153,0.4235945288263218,0.2902276389859127,5,22.91851228878648,16.022233333333332,30.95597004608295,0.3056752688172043,1.91535821812596,52.96012780337941,0.6369786482334869,0.4750294930875575,17.37526466973886,False,False,False,medium
Ahilyanagar,Jowar,Rabi,2022,142520.05,118049.36,0.83,0.68,0.3838584570677159,0.4546265394793832,0.3214662553859761,5,22.31607173579109,14.953211520737328,30.913897542242704,0.1875505376344086,1.8131190476190475,51.33472350230416,0.6561542242703532,0.5265451612903226,18.914902611367125,False,False,False,medium
Ahilyanagar,Linseed,Rabi,2020,46.42,27.85,0.6,,0.3585650385034403,0.4246576217352772,0.2807788083230003,5,22.989303993855607,16.0865777265745,30.770575422427036,0.1262437788018433,1.6240526881720427,54.20688110599078,0.6851666666666667,0.5807161290322581,18.27091904761905,False,False,False,medium
Ahilyanagar,Linseed,Rabi,2021,52.02,49.03,0.94,0.6,0.3581513270245153,0.4235945288263218,0.2902276389859127,5,22.91851228878648,16.022233333333332,30.95597004608295,0.3056752688172043,1.91535821812596,52.96012780337941,0.6369786482334869,0.4750294930875575,17.37526466973886,False,False,False,medium
Ahilyanagar,Linseed,Rabi,2022,39.11,14.76,0.38,0.94,0.3838584570677159,0.4546265394793832,0.3214662553859761,5,22.31607173579109,14.953211520737328,30.913897542242704,0.1875505376344086,1.8131190476190475,51.33472350230416,0.6561542242703532,0.5265451612903226,18.914902611367125,False,False,False,medium
Ahilyanagar,Maize,Kharif,2020,43241.51,144642.87,3.35,,0.4033555229369874,0.4463622281073737,0.2163513167840456,5,25.335436559139783,22.02197419354839,29.70109247311828,6.665363440860214,2.8885354838709683,81.53875268817204,0.8129032258064516,0.8317225806451611,16.17787096774194,True,False,True,medium
Ahilyanagar,Maize,Kharif,2021,46278.98,147412.44,3.19,3.35,0.4033555229369874,0.4663541451681234,0.2163513167840456,5,25.425494623655915,21.6634623655914,30.468236559139783,4.080023655913979,3.309797849462366,77.9924688172043,0.7194903225806452,0.7335698924731184,16.467733333333335,True,False,True,medium
